programs,slos,program,date,direct,indirect
Traditional Program,Single Subject - PE,44100,2006.07,2.79,3.64
Traditional Program,Single Subject - PE,44100,2006.08,3.01,1.65
Traditional Program,Single Subject - PE,44100,2006.09,3.86,1.34
Traditional Program,Single Subject - PE,44100,2006.11,2.16,2.09
Traditional Program,Single Subject - PE,44100,2006.12,2.81,1.56
Traditional Program,Single Subject - PE,44100,2007.01,3.06,2.33
Traditional Program,Single Subject - PE,44100,2007.02,2.47,3.43
Traditional Program,Single Subject - PE,44100,2007.03,2.22,3.7
Traditional Program,Single Subject - PE,44100,2007.04,2.1,3.14
Traditional Program,Single Subject - PE,44100,2007.05,2.45,2.45
Traditional Program,Single Subject - PE,44100,2007.06,2.51,2.11
Traditional Program,Single Subject - PE,44100,2007.07,3.85,2.02
Traditional Program,Single Subject - PE,44100,2007.08,1.24,2.16
Traditional Program,Single Subject - PE,44100,2007.09,3.28,3.15
Traditional Program,Single Subject - PE,44100,2007.11,1.04,1.61
Traditional Program,Single Subject - PE,44100,2007.12,2.22,1.12
Traditional Program,Single Subject - PE,44100,2008.01,3.98,3.9
Traditional Program,Single Subject - PE,44100,2008.02,3.6,1.24
Traditional Program,Single Subject - PE,44100,2008.03,1.55,2.01
Traditional Program,Single Subject - PE,44100,2008.04,2.53,3.82
Traditional Program,Single Subject - PE,44100,2008.05,1.82,2.19
Traditional Program,Single Subject - PE,44100,2008.06,3.68,2.53
Traditional Program,Single Subject - PE,44100,2008.07,1.06,3.71
Traditional Program,Single Subject - PE,44100,2008.08,1.2,1.29
Traditional Program,Single Subject - PE,44100,2008.09,1.52,2.57
Traditional Program,Single Subject - PE,44100,2008.11,3.7,2.94
Traditional Program,Single Subject - PE,44100,2008.12,2.47,3.36
Traditional Program,Single Subject - PE,44100,2009.01,1.7,3.91
Traditional Program,Single Subject - PE,44100,2009.02,1.45,1.12
Traditional Program,Single Subject - PE,44100,2009.03,2.43,2.42
Traditional Program,Single Subject - PE,44100,2009.04,1.74,3.64
Traditional Program,Single Subject - PE,44100,2009.05,2.12,1.25
Traditional Program,Single Subject - PE,44100,2009.06,2.22,2.43
Traditional Program,Single Subject - PE,44100,2009.07,3.78,1.08
Traditional Program,Single Subject - PE,44100,2009.08,3.62,2.83
Traditional Program,Single Subject - PE,44100,2009.09,3.68,2.59
Traditional Program,Single Subject - PE,44100,2009.11,3.53,1.41
Traditional Program,Single Subject - PE,44100,2009.12,1.87,2.04
Traditional Program,Single Subject - PE,44100,2010.01,2.24,1.5
Traditional Program,Single Subject - PE,44100,2010.02,2.02,3.26
Traditional Program,Single Subject - PE,44100,2010.03,2.54,1.86
Traditional Program,Single Subject - PE,44100,2010.04,1.74,2.7
Traditional Program,Single Subject - PE,44100,2010.05,2.43,1.43
Traditional Program,Single Subject - PE,44100,2010.06,2.59,2.94
Traditional Program,Single Subject - PE,44100,2010.07,3.1,1.42
Traditional Program,Single Subject - PE,44100,2010.08,1.06,3.12
Traditional Program,Single Subject - PE,44100,2010.09,3.77,2.28
Traditional Program,Single Subject - PE,44100,2010.11,2.8,3.65
Traditional Program,Single Subject - PE,44100,2010.12,3.76,2.76
Traditional Program,Single Subject - PE,44200,1992.01,3.3,1.34
Traditional Program,Single Subject - PE,44200,1992.02,1.65,2.17
Traditional Program,Single Subject - PE,44200,1992.03,2.12,2.8
Traditional Program,Single Subject - PE,44200,1992.04,2.28,2.13
Traditional Program,Single Subject - PE,44200,1992.05,1.14,2.63
Traditional Program,Single Subject - PE,44200,1992.06,2.41,3.46
Traditional Program,Single Subject - PE,44200,1992.07,3.22,2.45
Traditional Program,Single Subject - PE,44200,1992.08,1.25,2.08
Traditional Program,Single Subject - PE,44200,1992.09,3.09,1.36
Traditional Program,Single Subject - PE,44200,1992.11,3.29,3.49
Traditional Program,Single Subject - PE,44200,1992.12,2.55,2.09
Traditional Program,Single Subject - PE,44200,1993.01,3.37,1.28
Traditional Program,Single Subject - PE,44200,1993.02,3.46,3.01
Traditional Program,Single Subject - PE,44200,1993.03,1.34,1.18
Traditional Program,Single Subject - PE,44200,1993.04,3.97,3.95
Traditional Program,Single Subject - PE,44200,1993.05,1.87,3.18
Traditional Program,Single Subject - PE,44200,1993.06,3.83,2.22
Traditional Program,Single Subject - PE,44200,1993.07,1.95,3.24
Traditional Program,Single Subject - PE,44200,1993.08,2.06,2.45
Traditional Program,Single Subject - PE,44200,1993.09,3.24,1.42
Traditional Program,Single Subject - PE,44200,1993.11,1.3,2.88
Traditional Program,Single Subject - PE,44200,1993.12,1.66,1.53
Traditional Program,Single Subject - PE,44200,1994.01,2.38,2.67
Traditional Program,Single Subject - PE,44200,1994.02,2.61,3.59
Traditional Program,Single Subject - PE,44200,1994.03,2.03,1.56
Traditional Program,Single Subject - PE,44200,1994.04,1.69,1.3
Traditional Program,Single Subject - PE,44200,1994.05,1.12,2.54
Traditional Program,Single Subject - PE,44200,1994.06,3,2.46
Traditional Program,Single Subject - PE,44200,1994.07,3.68,2.25
Traditional Program,Single Subject - PE,44200,1994.08,3.38,1.75
Traditional Program,Single Subject - PE,44200,1994.09,1.31,3.17
Traditional Program,Single Subject - PE,44200,1994.11,2.35,1.03
Traditional Program,Single Subject - PE,44200,1994.12,1.24,3.12
Traditional Program,Single Subject - PE,44200,1995.01,2.03,1.78
Traditional Program,Single Subject - PE,44200,1995.02,2.36,3.94
Traditional Program,Single Subject - PE,44200,1995.03,1.03,2.07
Traditional Program,Single Subject - PE,44200,1995.04,2.75,3.48
Traditional Program,Single Subject - PE,44200,1995.05,2.72,2.67
Traditional Program,Single Subject - PE,44200,1995.06,1.96,1.47
Traditional Program,Single Subject - PE,44200,1995.07,2.28,1.98
Traditional Program,Single Subject - PE,44200,1995.08,3.8,3.73
Traditional Program,Single Subject - PE,44200,1995.09,2.64,2.13
Traditional Program,Single Subject - PE,44200,1995.11,2.94,1.09
Traditional Program,Single Subject - PE,44200,1995.12,2.08,1.08
Traditional Program,Single Subject - PE,44200,1996.01,2.2,3.97
Traditional Program,Single Subject - PE,44200,1996.02,3.48,2.39
Traditional Program,Single Subject - PE,44200,1996.03,3.55,1.76
Traditional Program,Single Subject - PE,44200,1996.04,3.74,2.31
Traditional Program,Single Subject - PE,44200,1996.05,1.16,3.4
Traditional Program,Single Subject - PE,44200,1996.06,3.94,2.75
Traditional Program,Single Subject - PE,44200,1996.07,1.72,2.83
Traditional Program,Single Subject - PE,44200,1996.08,1.59,3.17
Traditional Program,Single Subject - PE,44200,1996.09,1.12,3.45
Traditional Program,Single Subject - PE,44200,1996.11,1.62,1.63
Traditional Program,Single Subject - PE,44200,1996.12,2.85,2.81
Traditional Program,Single Subject - PE,44200,1997.01,1.15,1
Traditional Program,Single Subject - PE,44200,1997.02,2.96,1.86
Traditional Program,Single Subject - PE,44200,1997.03,2.91,2.24
Traditional Program,Single Subject - PE,44200,1997.04,2.78,2.5
Traditional Program,Single Subject - PE,44200,1997.05,2.66,1.41
Traditional Program,Single Subject - PE,44200,1997.06,2.24,2.63
Traditional Program,Single Subject - PE,44200,1997.07,1.69,1.25
Traditional Program,Single Subject - PE,44200,1997.08,2.83,2.52
Traditional Program,Single Subject - PE,44200,1997.09,3.14,2
Traditional Program,Single Subject - PE,44200,1997.11,3.96,1.87
Traditional Program,Single Subject - PE,44200,1997.12,3.95,1.67
Traditional Program,Single Subject - PE,44200,1998.01,3.99,1.03
Traditional Program,Single Subject - PE,44200,1998.02,2.22,2.72
Traditional Program,Single Subject - PE,44200,1998.03,3.04,1.78
Traditional Program,Single Subject - PE,44200,1998.04,3.92,3
Traditional Program,Single Subject - PE,44200,1998.05,3.4,2.76
Traditional Program,Single Subject - PE,44200,1998.06,3.13,3.3
Traditional Program,Single Subject - PE,44200,1998.07,3.46,3.45
Traditional Program,Single Subject - PE,44200,1998.08,3.58,3.15
Traditional Program,Single Subject - PE,44200,1998.09,1.46,2.37
Traditional Program,Single Subject - PE,44200,1998.11,1.34,1.73
Traditional Program,Single Subject - PE,44200,1998.12,1,3.37
Traditional Program,Single Subject - PE,44200,1999.01,3.17,3.01
Traditional Program,Single Subject - PE,44200,1999.02,2.04,3.53
Traditional Program,Single Subject - PE,44200,1999.03,1.12,3.15
Traditional Program,Single Subject - PE,44200,1999.04,3.66,2.95
Traditional Program,Single Subject - PE,44200,1999.05,3.61,2.81
Traditional Program,Single Subject - PE,44200,1999.06,1.61,3.64
Traditional Program,Single Subject - PE,44200,1999.07,2.56,1.56
Traditional Program,Single Subject - PE,44200,1999.08,2.32,3.9
Traditional Program,Single Subject - PE,44200,1999.09,2.38,2.7
Traditional Program,Single Subject - PE,44200,1999.11,3.19,2.41
Traditional Program,Single Subject - PE,44200,1999.12,2.93,1.16
Traditional Program,Single Subject - PE,44200,2000.01,1.79,3.27
Traditional Program,Single Subject - PE,44200,2000.02,1.27,3.64
Traditional Program,Single Subject - PE,44200,2000.03,1.27,1.1
Traditional Program,Single Subject - PE,44200,2000.04,1.24,1.81
Traditional Program,Single Subject - PE,44200,2000.05,2.45,3.56
Traditional Program,Single Subject - PE,44200,2000.06,2,2.25
Traditional Program,Single Subject - PE,44200,2000.07,3.09,2.32
Traditional Program,Single Subject - PE,44200,2000.08,3.92,2.66
Traditional Program,Single Subject - PE,44200,2000.09,1.85,2.21
Traditional Program,Single Subject - PE,44200,2000.11,3.76,1.99
Traditional Program,Single Subject - PE,44200,2000.12,3.68,2.6
Traditional Program,Single Subject - PE,44200,2001.01,3.87,2.81
Traditional Program,Single Subject - PE,44200,2001.02,1.54,2.01
Traditional Program,Single Subject - PE,44200,2001.03,1.97,1.26
Traditional Program,Single Subject - PE,44200,2001.04,2.49,1.6
Traditional Program,Single Subject - PE,44200,2001.05,1.05,1.44
Traditional Program,Single Subject - PE,44200,2001.06,1.03,1.9
Traditional Program,Single Subject - PE,44200,2001.07,1.04,2.53
Traditional Program,Single Subject - PE,44200,2001.08,1.67,3.25
Traditional Program,Single Subject - PE,44200,2001.09,2.9,3.61
Traditional Program,Single Subject - PE,44200,2001.11,2.27,1.39
Traditional Program,Single Subject - PE,44200,2001.12,2.68,2.47
Traditional Program,Single Subject - PE,44200,2002.01,2.1,3.71
Traditional Program,Single Subject - PE,44200,2002.02,1.16,3.53
Traditional Program,Single Subject - PE,44200,2002.03,2.36,1.67
Traditional Program,Single Subject - PE,44200,2002.04,2.35,1.78
Traditional Program,Single Subject - PE,44200,2002.05,3.85,1.1
Traditional Program,Single Subject - PE,44200,2002.06,3.38,1.97
Traditional Program,Single Subject - PE,44200,2002.07,1.99,1.4
Traditional Program,Single Subject - PE,44200,2002.08,3.97,3.38
Traditional Program,Single Subject - PE,44200,2002.09,2.8,2.69
Traditional Program,Single Subject - PE,44200,2002.11,3.43,2.16
Traditional Program,Single Subject - PE,44200,2002.12,3.57,3.59
Traditional Program,Single Subject - PE,44200,2003.01,3.27,1.69
Traditional Program,Single Subject - PE,44200,2003.02,3.49,1.33
Traditional Program,Single Subject - PE,44200,2003.03,4,3.5
Traditional Program,Single Subject - PE,44200,2003.04,3.83,3.95
Traditional Program,Single Subject - PE,44200,2003.05,2.9,1.47
Traditional Program,Single Subject - PE,44200,2003.06,1.04,3.66
Traditional Program,Single Subject - PE,44200,2003.07,1.13,3.34
Traditional Program,Single Subject - PE,44200,2003.08,1.09,1.83
Traditional Program,Single Subject - PE,44200,2003.09,1.38,3.46
Traditional Program,Single Subject - PE,44200,2003.11,3.89,3.18
Traditional Program,Single Subject - PE,44200,2003.12,1.28,3.93
Traditional Program,Single Subject - PE,44200,2004.01,3.99,3.55
Traditional Program,Single Subject - PE,44200,2004.02,3.44,2.53
Traditional Program,Single Subject - PE,44200,2004.03,1.36,1.71
Traditional Program,Single Subject - PE,44200,2004.04,1.49,1.31
Traditional Program,Single Subject - PE,44200,2004.05,3.26,3.9
Traditional Program,Single Subject - PE,44200,2004.06,2.8,3.08
Traditional Program,Single Subject - PE,44200,2004.07,3.58,2.54
Traditional Program,Single Subject - PE,44200,2004.08,1.09,3.93
Traditional Program,Single Subject - PE,44200,2004.09,2.64,2.22
Traditional Program,Single Subject - PE,44200,2004.11,1.98,1.57
Traditional Program,Single Subject - PE,44200,2004.12,2.57,3.65
Traditional Program,Single Subject - PE,44200,2005.01,3.15,3.24
Traditional Program,Single Subject - PE,44200,2005.02,3.32,1.51
Traditional Program,Single Subject - PE,44200,2005.03,1.26,1.47
Traditional Program,Single Subject - PE,44200,2005.04,2.94,1.78
Traditional Program,Single Subject - PE,44200,2005.05,3.16,2.33
Traditional Program,Single Subject - PE,44200,2005.06,1.73,2.99
Traditional Program,Single Subject - PE,44200,2005.07,1.19,2.69
Traditional Program,Single Subject - PE,44200,2005.08,3.63,3.43
Traditional Program,Single Subject - PE,44200,2005.09,3.57,3.33
Traditional Program,Single Subject - PE,44200,2005.11,2.77,1.35
Traditional Program,Single Subject - PE,44200,2005.12,1.5,1.86
Traditional Program,Single Subject - PE,44200,2006.01,2.04,1.56
Traditional Program,Single Subject - PE,44200,2006.02,3.87,2.17
Traditional Program,Single Subject - PE,44200,2006.03,1.89,2.8
Traditional Program,Single Subject - PE,44200,2006.04,2.32,3.59
Traditional Program,Single Subject - PE,44200,2006.05,1.1,3.88
Traditional Program,Single Subject - PE,44200,2006.06,2.01,2.77
Traditional Program,Single Subject - PE,44200,2006.07,2.09,1.89
Traditional Program,Single Subject - PE,44200,2006.08,3.27,1.9
Traditional Program,Single Subject - PE,44200,2006.09,2.64,1.24
Traditional Program,Single Subject - PE,44200,2006.11,1.93,3.84
Traditional Program,Single Subject - PE,44200,2006.12,3.77,4
Traditional Program,Single Subject - PE,44200,2007.01,1.22,3.72
Traditional Program,Single Subject - PE,44200,2007.02,2.16,2.02
Traditional Program,Single Subject - PE,44200,2007.03,3.5,2.22
Traditional Program,Single Subject - PE,44200,2007.04,1.15,1.59
Traditional Program,Single Subject - PE,44200,2007.05,2.65,1.75
Traditional Program,Single Subject - PE,44200,2007.06,2.28,1.18
Traditional Program,Single Subject - PE,44200,2007.07,1.36,2.09
Traditional Program,Single Subject - PE,44200,2007.08,2.26,2.39
Traditional Program,Single Subject - PE,44200,2007.09,1.44,3.81
Traditional Program,Single Subject - PE,44200,2007.11,3.52,1.25
Traditional Program,Single Subject - PE,44200,2007.12,3.5,2
Traditional Program,Single Subject - PE,44200,2008.01,2.73,3.15
Traditional Program,Single Subject - PE,44200,2008.02,3.29,1.31
Traditional Program,Single Subject - PE,44200,2008.03,1.17,2.72
Traditional Program,Single Subject - PE,44200,2008.04,3.69,3.7
Traditional Program,Single Subject - PE,44200,2008.05,1.62,2.72
Traditional Program,Single Subject - PE,44200,2008.06,2.08,2.82
Traditional Program,Single Subject - PE,44200,2008.07,2.2,1.07
Traditional Program,Single Subject - PE,44200,2008.08,1.75,3.26
Traditional Program,Single Subject - PE,44200,2008.09,2.85,3.29
Traditional Program,Single Subject - PE,44200,2008.11,1.2,3.99
Traditional Program,Single Subject - PE,44200,2008.12,2.18,2.32
Traditional Program,Single Subject - PE,44200,2009.01,1.66,2.24
Traditional Program,Single Subject - PE,44200,2009.02,2.16,3.42
Traditional Program,Single Subject - PE,44200,2009.03,2.34,3.39
Traditional Program,Single Subject - PE,44200,2009.04,3.5,2.96
Traditional Program,Single Subject - PE,44200,2009.05,3.65,1.03
Traditional Program,Single Subject - PE,44200,2009.06,1.93,1.77
Traditional Program,Single Subject - PE,44200,2009.07,1.02,2.33
Traditional Program,Single Subject - PE,44200,2009.08,1.21,3.36
Traditional Program,Single Subject - PE,44200,2009.09,2.21,1.1
Traditional Program,Single Subject - PE,44200,2009.11,1.89,1.1
Traditional Program,Single Subject - PE,44200,2009.12,1.67,2.51
Traditional Program,Single Subject - PE,44200,2010.01,2.44,3.11
Traditional Program,Single Subject - PE,44200,2010.02,3.51,3.31
Traditional Program,Single Subject - PE,44200,2010.03,2.85,1.33
Traditional Program,Single Subject - PE,44200,2010.04,3.36,1.49
Traditional Program,Single Subject - PE,44200,2010.05,2.25,2.75
Traditional Program,Single Subject - PE,44200,2010.06,1.52,3.37
Traditional Program,Single Subject - PE,44200,2010.07,1.4,1.54
Traditional Program,Single Subject - PE,44200,2010.08,3.76,1.35
Traditional Program,Single Subject - PE,44200,2010.09,3.25,2.49
Traditional Program,Single Subject - PE,44200,2010.11,1.12,1.08
Traditional Program,Single Subject - PE,44200,2010.12,3.65,1.62
Traditional Program,Single Subject - PE,44300,1992.01,2.52,2.06
Traditional Program,Single Subject - PE,44300,1992.02,2.75,3.49
Traditional Program,Single Subject - PE,44300,1992.03,3.02,2.04
Traditional Program,Single Subject - PE,44300,1992.04,1.03,1.08
Traditional Program,Single Subject - PE,44300,1992.05,2.02,3.28
Traditional Program,Single Subject - PE,44300,1992.06,3.3,2.99
Traditional Program,Single Subject - PE,44300,1992.07,3.1,2.61
Traditional Program,Single Subject - PE,44300,1992.08,2.19,3.34
Traditional Program,Single Subject - PE,44300,1992.09,2.5,2.67
Traditional Program,Single Subject - PE,44300,1992.11,2.36,2.64
Traditional Program,Single Subject - PE,44300,1992.12,2.17,2.34
Traditional Program,Single Subject - PE,44300,1993.01,2.34,3.84
Traditional Program,Single Subject - PE,44300,1993.02,1.48,1.51
Traditional Program,Single Subject - PE,44300,1993.03,3.58,3.22
Traditional Program,Single Subject - PE,44300,1993.04,1.69,3.04
Traditional Program,Single Subject - PE,44300,1993.05,1.93,2.49
Traditional Program,Single Subject - PE,44300,1993.06,3.42,2.16
Traditional Program,Single Subject - PE,44300,1993.07,2.2,2.78
Traditional Program,Single Subject - PE,44300,1993.08,1.95,1.19
Traditional Program,Single Subject - PE,44300,1993.09,3.21,1.92
Traditional Program,Single Subject - PE,44300,1993.11,1.51,2.65
Traditional Program,Single Subject - PE,44300,1993.12,2.38,2.86
Traditional Program,Single Subject - PE,44300,1994.01,2.12,1.99
Traditional Program,Single Subject - PE,44300,1994.02,3.71,3.54
Traditional Program,Single Subject - PE,44300,1994.03,2.65,3.73
Traditional Program,Single Subject - PE,44300,1994.04,3.7,1.11
Traditional Program,Single Subject - PE,44300,1994.05,3.86,2.49
Traditional Program,Single Subject - PE,44300,1994.06,3.5,3.2
Traditional Program,Single Subject - PE,44300,1994.07,3.63,3.56
Traditional Program,Single Subject - PE,44300,1994.08,1.77,3
Traditional Program,Single Subject - PE,44300,1994.09,1.93,1.45
Traditional Program,Single Subject - PE,44300,1994.11,2.05,3.1
Traditional Program,Single Subject - PE,44300,1994.12,3.98,3.68
Traditional Program,Single Subject - PE,44300,1995.01,1.97,3.12
Traditional Program,Single Subject - PE,44300,1995.02,2.65,2.35
Traditional Program,Single Subject - PE,44300,1995.03,3.28,2.62
Traditional Program,Single Subject - PE,44300,1995.04,1.65,2.97
Traditional Program,Single Subject - PE,44300,1995.05,1.87,3.07
Traditional Program,Single Subject - PE,44300,1995.06,2.25,3.07
Traditional Program,Single Subject - PE,44300,1995.07,1.01,3.4
Traditional Program,Single Subject - PE,44300,1995.08,3.75,2.38
Traditional Program,Single Subject - PE,44300,1995.09,3.91,1.06
Traditional Program,Single Subject - PE,44300,1995.11,3.85,3
Traditional Program,Single Subject - PE,44300,1995.12,1.82,2.51
Traditional Program,Single Subject - PE,44300,1996.01,2.27,1.58
Traditional Program,Single Subject - PE,44300,1996.02,2.97,1.41
Traditional Program,Single Subject - PE,44300,1996.03,3.85,3.01
Traditional Program,Single Subject - PE,44300,1996.04,3.75,1.12
Traditional Program,Single Subject - PE,44300,1996.05,3.24,3.15
Traditional Program,Single Subject - PE,44300,1996.06,3.69,1.11
Traditional Program,Single Subject - PE,44300,1996.07,1.71,3.22
Traditional Program,Single Subject - PE,44300,1996.08,3.07,2.89
Traditional Program,Single Subject - PE,44300,1996.09,1.65,3.84
Traditional Program,Single Subject - PE,44300,1996.11,2.85,1.45
Traditional Program,Single Subject - PE,44300,1996.12,3.29,2.89
Traditional Program,Single Subject - PE,44300,1997.01,1.71,3.48
Traditional Program,Single Subject - PE,44300,1997.02,3.6,3.91
Traditional Program,Single Subject - PE,44300,1997.03,1.73,1.24
Traditional Program,Single Subject - PE,44300,1997.04,1.66,1.85
Traditional Program,Single Subject - PE,44300,1997.05,3.04,2.18
Traditional Program,Single Subject - PE,44300,1997.06,4,3.58
Traditional Program,Single Subject - PE,44300,1997.07,2.42,1.2
Traditional Program,Single Subject - PE,44300,1997.08,3,3.84
Traditional Program,Single Subject - PE,44300,1997.09,1.08,3.95
Traditional Program,Single Subject - PE,44300,1997.11,2.69,1.2
Traditional Program,Single Subject - PE,44300,1997.12,1.69,3.08
Traditional Program,Single Subject - PE,44300,1998.01,1.62,3.46
Traditional Program,Single Subject - PE,44300,1998.02,1.33,1.43
Traditional Program,Single Subject - PE,44300,1998.03,3.95,2.18
Traditional Program,Single Subject - PE,44300,1998.04,2.13,1.78
Traditional Program,Single Subject - PE,44300,1998.05,2.91,1.86
Traditional Program,Single Subject - PE,44300,1998.06,1.87,1.05
Traditional Program,Single Subject - PE,44300,1998.07,2.78,2.04
Traditional Program,Single Subject - PE,44300,1998.08,1.53,2.84
Traditional Program,Single Subject - PE,44300,1998.09,3.78,3.66
Traditional Program,Single Subject - PE,44300,1998.11,2.03,1.1
Traditional Program,Single Subject - PE,44300,1998.12,1.89,3.37
Traditional Program,Single Subject - PE,44300,1999.01,3.95,1.85
Traditional Program,Single Subject - PE,44300,1999.02,1.56,1.02
Traditional Program,Single Subject - PE,44300,1999.03,3.68,2.48
Traditional Program,Single Subject - PE,44300,1999.04,2.4,1.46
Traditional Program,Single Subject - PE,44300,1999.05,1.42,2.97
Traditional Program,Single Subject - PE,44300,1999.06,2.33,1.4
Traditional Program,Single Subject - PE,44300,1999.07,3.35,1.8
Traditional Program,Single Subject - PE,44300,1999.08,3.45,3.7
Traditional Program,Single Subject - PE,44300,1999.09,2.13,3.08
Traditional Program,Single Subject - PE,44300,1999.11,1.15,3.14
Traditional Program,Single Subject - PE,44300,1999.12,1.7,1.24
Traditional Program,Single Subject - PE,44300,2000.01,3.29,1.71
Traditional Program,Single Subject - PE,44300,2000.02,3.65,3.5
Traditional Program,Single Subject - PE,44300,2000.03,1.78,3
Traditional Program,Single Subject - PE,44300,2000.04,1.42,3.31
Traditional Program,Single Subject - PE,44300,2000.05,3.79,1.01
Traditional Program,Single Subject - PE,44300,2000.06,2.91,3.15
Traditional Program,Single Subject - PE,44300,2000.07,2.62,3.73
Traditional Program,Single Subject - PE,44300,2000.08,3.19,3.74
Traditional Program,Single Subject - PE,44300,2000.09,3.03,3.83
Traditional Program,Single Subject - PE,44300,2000.11,1.43,1.73
Traditional Program,Single Subject - PE,44300,2000.12,1.88,1.37
Traditional Program,Single Subject - PE,44300,2001.01,3.14,1.77
Traditional Program,Single Subject - PE,44300,2001.02,2.56,3
Traditional Program,Single Subject - PE,44300,2001.03,1.7,2.91
Traditional Program,Single Subject - PE,44300,2001.04,2.13,3.6
Traditional Program,Single Subject - PE,44300,2001.05,2.61,3.24
Traditional Program,Single Subject - PE,44300,2001.06,1.04,3.76
Traditional Program,Single Subject - PE,44300,2001.07,1.29,3.33
Traditional Program,Single Subject - PE,44300,2001.08,2.31,3.22
Traditional Program,Single Subject - PE,44300,2001.09,1.69,2.02
Traditional Program,Single Subject - PE,44300,2001.11,1.46,3.85
Traditional Program,Single Subject - PE,44300,2001.12,2.09,2.26
Traditional Program,Single Subject - PE,44300,2002.01,1.91,2.35
Traditional Program,Single Subject - PE,44300,2002.02,1.47,2.81
Traditional Program,Single Subject - PE,44300,2002.03,2.8,3.38
Traditional Program,Single Subject - PE,44300,2002.04,1.79,3.2
Traditional Program,Single Subject - PE,44300,2002.05,3.2,1.65
Traditional Program,Single Subject - PE,44300,2002.06,2.43,1.68
Traditional Program,Single Subject - PE,44300,2002.07,3.27,2.64
Traditional Program,Single Subject - PE,44300,2002.08,3.93,1.11
Traditional Program,Single Subject - PE,44300,2002.09,1.19,2.47
Traditional Program,Single Subject - PE,44300,2002.11,3.69,3.05
Traditional Program,Single Subject - PE,44300,2002.12,1.44,1.94
Traditional Program,Single Subject - PE,44300,2003.01,1.49,1.9
Traditional Program,Single Subject - PE,44300,2003.02,1.84,3.9
Traditional Program,Single Subject - PE,44300,2003.03,2.48,1.09
Traditional Program,Single Subject - PE,44300,2003.04,3.84,1.47
Traditional Program,Single Subject - PE,44300,2003.05,3.12,3.18
Traditional Program,Single Subject - PE,44300,2003.06,1.71,1.09
Traditional Program,Single Subject - PE,44300,2003.07,2.59,2.95
Traditional Program,Single Subject - PE,44300,2003.08,3.45,1.93
Traditional Program,Single Subject - PE,44300,2003.09,3.27,2.85
Traditional Program,Single Subject - PE,44300,2003.11,3.12,1.53
Traditional Program,Single Subject - PE,44300,2003.12,3.26,1.78
Traditional Program,Single Subject - PE,44300,2004.01,3.59,3.19
Traditional Program,Single Subject - PE,44300,2004.02,1.45,2.51
Traditional Program,Single Subject - PE,44300,2004.03,3.36,3.88
Traditional Program,Single Subject - PE,44300,2004.04,3.3,3.49
Traditional Program,Single Subject - PE,44300,2004.05,2.67,3.85
Traditional Program,Single Subject - PE,44300,2004.06,2.76,1.76
Traditional Program,Single Subject - PE,44300,2004.07,3.78,1.25
Traditional Program,Single Subject - PE,44300,2004.08,1.16,1.23
Traditional Program,Single Subject - PE,44300,2004.09,1.42,1.79
Traditional Program,Single Subject - PE,44300,2004.11,3.26,2.14
Traditional Program,Single Subject - PE,44300,2004.12,1,2.99
Traditional Program,Single Subject - PE,44300,2005.01,3.83,1.06
Traditional Program,Single Subject - PE,44300,2005.02,2.22,1.1
Traditional Program,Single Subject - PE,44300,2005.03,1.01,3.27
Traditional Program,Single Subject - PE,44300,2005.04,1.77,2.97
Traditional Program,Single Subject - PE,44300,2005.05,2.07,2.61
Traditional Program,Single Subject - PE,44300,2005.06,2,3.24
Traditional Program,Single Subject - PE,44300,2005.07,1.62,3.12
Traditional Program,Single Subject - PE,44300,2005.08,2.77,2.84
Traditional Program,Single Subject - PE,44300,2005.09,3.18,2.47
Traditional Program,Single Subject - PE,44300,2005.11,2.5,1.59
Traditional Program,Single Subject - PE,44300,2005.12,1.03,3.79
Traditional Program,Single Subject - PE,44300,2006.01,3.87,1.83
Traditional Program,Single Subject - PE,44300,2006.02,3.18,1.78
Traditional Program,Single Subject - PE,44300,2006.03,3.86,3.53
Traditional Program,Single Subject - PE,44300,2006.04,1.04,1.04
Traditional Program,Single Subject - PE,44300,2006.05,2.56,3.66
Traditional Program,Single Subject - PE,44300,2006.06,3.16,3.84
Traditional Program,Single Subject - PE,44300,2006.07,2.39,3.68
Traditional Program,Single Subject - PE,44300,2006.08,3.27,2.22
Traditional Program,Single Subject - PE,44300,2006.09,2.2,1.13
Traditional Program,Single Subject - PE,44300,2006.11,2.76,2.84
Traditional Program,Single Subject - PE,44300,2006.12,3.41,2.96
Traditional Program,Single Subject - PE,44300,2007.01,3.83,2.39
Traditional Program,Single Subject - PE,44300,2007.02,2.78,3.83
Traditional Program,Single Subject - PE,44300,2007.03,2.81,2.49
Traditional Program,Single Subject - PE,44300,2007.04,3.76,2.29
Traditional Program,Single Subject - PE,44300,2007.05,1.25,2.83
Traditional Program,Single Subject - PE,44300,2007.06,1.29,2.8
Traditional Program,Single Subject - PE,44300,2007.07,1.6,2.75
Traditional Program,Single Subject - PE,44300,2007.08,2.65,2.17
Traditional Program,Single Subject - PE,44300,2007.09,3.72,2.21
Traditional Program,Single Subject - PE,44300,2007.11,2.71,3.26
Traditional Program,Single Subject - PE,44300,2007.12,2.37,1.25
Traditional Program,Single Subject - PE,44300,2008.01,3.44,2.3
Traditional Program,Single Subject - PE,44300,2008.02,3.76,2.8
Traditional Program,Single Subject - PE,44300,2008.03,3.08,2.28
Traditional Program,Single Subject - PE,44300,2008.04,3.49,2.28
